"date","survey_type","observers","daily_sheet","run","bay","direction_travel","dist_travel_m","run_time_sec","vessel_speed_mps","current_speed_mps","time_block","set_start","set_end","NEW_set_start","NEW_set_end","run_time","shift_seg","trap_type","depth_ft","mod_stat","sockeye_smolt_total","sockeye_smolt_release","sockeye_fry_total","sockeye_fry_release","comments_tally","USID","env_index","RPM","time","wx_description","cc_perc","brightness","precipitation","surface_chop","water_temp_C","air_temp_C","water_clarity_in","debris","flow_in","flow_out","flow_ms","flow_diff","comments_env","discharge_m3s","run_time_min","vt_net_type","species_ID_field","life_stage_field","ID","DNA_vial","fork_mm","size_class_mm","weight_g","AFC","histo_sample","histo_jar","spag_tag","comments_bio","Verified","fish_ID_DNA","GSI_submitted","reason_not_submitted","GSI_processed","reason_not_processed","GSI_received","reason_not_received","species_ID_DNA","ID_error","ID_current_20180327","tally_df_adj","fish_ID_DNA2","CU1_number","CU1_name","CU1_prob","CU2_number","CU2_name","CU2_prob","CU3_number","CU3_name","CU3_prob","CU4_number","CU4_name","CU4_prob","CU5_number","CU5_name","CU5_prob","fish_ID_test1","fish_ID_test2","CU_assgn1_60","CU_diff_assgn1_2","CU_diff_assgn1_2_20","CU_rule","CU_assigned","CU_chilko_combo_prob","CU_chilko_combo_method","CU_chilko_gr_th_60","CU_final","UFID"
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R10","B6","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",924,939,"9:24","9:39","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R10-B6-RST-0","20170404-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R11","B11","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",941,956,"9:41","9:56","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R11-B11-RST-0","20170404-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R12","B2","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R12-B2-RST-0","20170404-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R13","B6","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1028,1043,"10:28","10:43","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R13-B6-RST-0","20170404-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R14","B11","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1048,1103,"10:48","11:03","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R14-B11-RST-0","20170404-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R15","B2","Insuff. GPS Data",NA,0,NA,NA,"11:00-11:59",1112,1127,"11:12","11:27","0:15",1,"RST",0,"n/a",0,0,0,0,"Vertical trap not fishing properly-stuck on cable","20170404-R15-B2-RST-0","20170404-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R16","B6","Insuff. GPS Data",NA,0,NA,NA,"11:00-11:59",1133,1148,"11:33","11:48","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R16-B6-RST-0","20170404-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R17","B11","Insuff. GPS Data",NA,0,NA,NA,"11:00-11:59",1157,1212,"11:57","12:12","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R17-B11-RST-0","20170404-R17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R18","B2","Insuff. GPS Data",NA,0,NA,NA,"12:00-12:59",1215,1230,"12:15","12:30","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R18-B2-RST-0","20170404-R18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R19","B6","Insuff. GPS Data",NA,0,NA,NA,"12:00-12:59",1239,1254,"12:39","12:54","0:15",1,"RST",0,"n/a",0,0,0,0,"Lost flow meter - fell off rod","20170404-R19-B6-RST-0","20170404-R19","1200",1245,"Overcast","100%","Medium","None","L","3.5","11.5","7","N","306130","N/A","#VALUE!","#VALUE!","Lost flow meter in river",1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R20","B11","Insuff. GPS Data",NA,0,NA,NA,"12:00-12:59",1258,1313,"12:58","13:13","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R20-B11-RST-0","20170404-R20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R21","B2","Insuff. GPS Data",NA,0,NA,NA,"13:00-13:59",1316,1331,"13:16","13:31","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170404-R21-B2-RST-0","20170404-R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R1","B6","Insuff. GPS Data",NA,0,NA,NA,"06:00-06:59",615,630,"6:15","6:30","0:15",1,"Vertical",12,"Modified",0,0,0,0,"Outflow wind / light chop","20170404-R1-B6-Vertical-12","20170404-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R1","B6","Insuff. GPS Data",NA,0,NA,NA,"06:00-06:59",615,630,"6:15","6:30","0:15",1,"Vertical",0,"Modified",0,0,0,0,"1 CN sampled and released - Outflow wind / light chop","20170404-R1-B6-Vertical-0","20170404-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R2","B11","US",276,584,0.473,0.527,"06:00-06:59",635,650,"6:35","6:50","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170404-R2-B11-Vertical-12","20170404-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R2","B11","US",276,584,0.473,0.527,"06:00-06:59",635,650,"6:35","6:50","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170404-R2-B11-Vertical-0","20170404-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R3","B2","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",700,715,"7:00","7:15","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R3-B2-Vertical-6","20170404-R3","1200",703,"Overcast","0%","Dark","None","M","5","NR","10","N","303706","306128","1.085","-1.08","Windy in am",1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R3","B2","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",700,715,"7:00","7:15","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R3-B2-Vertical-0","20170404-R3","1200",703,"Overcast","0%","Dark","None","M","5","NR","10","N","303706","306128","1.085","-1.08","Windy in am",1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R4","B6","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",715,730,"7:15","7:30","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R4-B6-Vertical-6","20170404-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R4","B6","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",715,730,"7:15","7:30","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R4-B6-Vertical-0","20170404-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R5","B11","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",740,755,"7:40","7:55","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R5-B11-Vertical-6","20170404-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R5","B11","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",740,755,"7:40","7:55","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R5-B11-Vertical-0","20170404-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R6","B2","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",759,814,"7:59","8:14","0:15",1,"Vertical",12,"Modified",0,0,0,0,"Moderate outflow / choppy","20170404-R6-B2-Vertical-12","20170404-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R6","B2","Insuff. GPS Data",NA,0,NA,NA,"07:00-07:59",759,814,"7:59","8:14","0:15",1,"Vertical",0,"Modified",0,0,0,0,"Moderate outflow / choppy","20170404-R6-B2-Vertical-0","20170404-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R7","B6","Insuff. GPS Data",NA,0,NA,NA,"08:00-08:59",818,833,"8:18","8:33","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170404-R7-B6-Vertical-12","20170404-R7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R7","B6","Insuff. GPS Data",NA,0,NA,NA,"08:00-08:59",818,833,"8:18","8:33","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170404-R7-B6-Vertical-0","20170404-R7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R8","B11","Insuff. GPS Data",NA,0,NA,NA,"08:00-08:59",837,852,"8:37","8:52","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170404-R8-B11-Vertical-12","20170404-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R8","B11","Insuff. GPS Data",NA,0,NA,NA,"08:00-08:59",837,852,"8:37","8:52","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170404-R8-B11-Vertical-0","20170404-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R9","B2","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",902,917,"9:02","9:17","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R9-B2-Vertical-6","20170404-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R9","B2","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",902,917,"9:02","9:17","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R9-B2-Vertical-0","20170404-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R10","B6","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",924,939,"9:24","9:39","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R10-B6-Vertical-6","20170404-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R10","B6","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",924,939,"9:24","9:39","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R10-B6-Vertical-0","20170404-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R11","B11","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",941,956,"9:41","9:56","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170404-R11-B11-Vertical-6","20170404-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R11","B11","Insuff. GPS Data",NA,0,NA,NA,"09:00-09:59",941,956,"9:41","9:56","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170404-R11-B11-Vertical-0","20170404-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R12","B2","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170404-R12-B2-Vertical-12","20170404-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R12","B2","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170404-R12-B2-Vertical-0","20170404-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R13","B6","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1028,1043,"10:28","10:43","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170404-R13-B6-Vertical-12","20170404-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-04,"8 Hrs","CK/RG/SK/KL",1,"R13","B6","Insuff. GPS Data",NA,0,NA,NA,"10:00-10:59",1028,1043,"10:28","10:43","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170404-R13-B6-Vertical-0","20170404-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
